股票代號,股票名稱,收盤價,月平均價
"073753","台積電凱基31購03","1.19","1.24"
"073756","友達凱基21購04","","0.04"
"07375P","台積電元富21售26","0.08","0.10"
"073767","群創凱基21購03","","0.19"
"07376P","台積電元富21售27","","0.02"
"073774","臺股指凱基24購02","","0.02"
"073775","臺股指凱基24購03","","0.02"
"073778","友達元富21購01","","0.32"
"07377P","台積電元富21售28","","0.49"
"073787","中鋼構統一25購01","","0.62"
"07378P","上証2X富邦22售02","","1.72"
"073790","台積電統一25購01","","0.26"
"073791","台積電統一25購02","","0.46"
"073793","聯發科統一25購01","0.37","0.54"
"073794","長榮統一25購01","","0.02"
"073796","華航統一21購04","0.01","0.01"
"073797","長榮航統一23購06","","0.15"
"073798","智易統一21購01","0.01","0.01"
"073800","中興電元大21購02","1.17","0.81"
"073801","中砂元大25購01","0.22","0.24"
"073803","華通元大25購01","0.42","0.50"
"073807","光罩元大21購01","0.93","1.28"
"07380P","臺股指富邦22售03","","0.35"
"073810","強茂元大21購02","","0.01"
"073817","新光金元大21購02","","0.13"
"073823","欣興元大21購01","","0.04"
"07382P","聯詠國票22售04","","0.17"
"073831","日月光元大21購01","","0.27"
"073835","中磊元大21購01","","0.09"
"073841","電子類元大21購02","","0.12"
"07384P","智易中信21售01","0.53","0.58"
"073850","三福化第一28購01","","0.44"
"073853","台積電麥證21購04","0.16","0.28"
"07385P","台積電永豐21售04","","0.22"
"07386P","欣興台新21售01","0.48","0.44"
"07387P","仁寶群益21售01","","0.11"
"073891","台積電中信23購01","0.23","0.24"
"073892","台積電中信24購01","0.56","0.57"
"073893","台積電中信25購01","0.68","0.69"
"073896","台灣50國票25購01","0.08","0.09"
"073898","聯電國票22購01","","0.26"
"07389P","台驊控群益21售02","","0.80"
"07390P","台驊控群益22售01","","0.49"
"073910","道瓊反群益23購01","0.30","0.32"
"07391P","新唐群益23售01","","0.27"
"073925","華新國泰21購02","","0.86"
"073926","華新國泰21購03","","0.59"
"073928","聯發科國泰21購04","","0.63"
"073931","群創國泰21購01","","0.13"
"073933","矽創國泰21購01","","0.14"
"073937","華新永豐21購01","","0.34"
"073938","華新永豐22購01","0.22","0.25"
"07393P","富邦媒群益21售03","1.07","1.26"
"073940","台積電永豐25購01","","0.05"
"073944","華新統一21購02","","0.41"
"073945","華新統一21購03","0.55","0.63"
"073946","華新統一23購01","0.85","0.88"
"073947","華新統一23購02","","0.46"
"073948","華新統一25購01","0.49","0.51"
"073949","華新統一25購02","0.75","0.76"
"07394P","儒鴻凱基22售01","","0.12"
"073962","智易統一22購02","","0.07"
"07396P","長榮航凱基22售07","","1.03"
"073970","華新元富22購01","","0.26"
"073971","華新元富22購02","","1.14"
"07397P","力積電凱基24售01","0.71","0.71"
"073984","中興電元大21購03","1.06","0.73"
"073989","華新元大21購05","","0.27"
"07398P","南電凱基22售07","","0.43"
"073990","華新元大21購06","","0.22"
"073991","華新元大25購01","0.45","0.46"
"074003","長榮元大25購01","","0.12"
"074008","聯詠元大21購01","","0.07"
"07400P","聯電元大23售15","","0.56"
"074017","中磊元大25購01","0.37","0.36"
"074018","瑞儀元大21購01","","0.05"
"07401P","台積電元大23售24","0.06","0.08"
"074025","臺股指元大24購11","0.25","0.30"
"074026","臺股指元大24購12","","0.65"
"074027","臺股指元大25購03","0.16","0.18"
"074028","臺股指元大25購04","0.44","0.49"
"07402P","台積電元大23售25","1.10","1.20"
"074031","微星富邦23購01","1.18","1.07"
"074032","宏達電富邦21購01","","1.08"
"074034","台積電群益21購02","","0.15"
"074039","愛普國泰21購01","","0.05"
"07403P","光罩元大23售02","","0.15"
"074041","台灣50國票24購01","","0.05"
"074047","聯發科國票21購04","","0.59"
"07404P","智邦元大23售07","0.59","0.72"
"074051","聯詠國票21購03","","0.02"
"07405P","智邦元大23售08","0.99","1.14"
"074063","華新凱基23購01","1.02","1.10"
"074064","華新凱基23購02","","2.09"
"074065","華新凱基24購01","1.23","1.35"
"074066","華新凱基25購01","1.70","1.79"
"07407P","聯發科元大23售14","0.82","0.73"
"074080","致伸凱基21購01","","0.17"
"074081","中磊凱基21購01","0.23","0.27"
"074085","臺股指凱基23購01","0.13","0.16"
"074086","臺股指凱基23購02","0.14","0.18"
"074087","臺股指凱基24購06","","0.14"
"074089","臺股指凱基25購02","0.03","0.04"
"07408P","長榮航元大23售07","","1.39"
"074090","臺股指凱基25購03","","0.03"
"07409P","長榮航元大23售08","","2.70"
"074103","華新統一23購03","1.64","1.62"
"074106","國巨統一22購01","0.42","0.41"
"074107","長榮統一26購01","","0.10"
"07410P","矽力元大23售02","0.76","0.88"
"07411P","富邦媒元大23售04","1.10","1.17"
"074120","台灣50元大24購02","","0.08"
"074121","台灣50元大24購03","0.29","0.37"
"074122","台灣50元大25購02","","0.07"
"074123","台灣50元大25購03","0.06","0.07"
"074124","台灣50元大25購04","0.21","0.25"
"074129","中砂元大21購02","","0.06"
"07412P","大立光元富21售07","0.12","0.16"
"074132","華新元大21購07","0.66","0.80"
"074133","華新元大25購03","0.90","0.92"
"074136","台積電元大21購08","","0.35"
"074137","台積電元大25購01","0.48","0.55"
"074140","聯發科元大21購03","0.09","0.24"
"074141","聯發科元大25購01","0.55","0.79"
"07414P","台積電麥證25售03","0.69","0.72"
"074153","台勝科元大21購03","","0.08"
"074158","中磊元大21購02","0.10","0.17"
"07415P","英業達麥證22售02","","0.20"
"074160","國巨富邦21購01","","0.68"
"074161","台積電富邦24購02","","0.06"
"074162","宏達電富邦21購02","","1.89"
"074163","群創富邦21購01","0.21","0.42"
"074164","鈺齊富邦23購01","0.53","0.45"
"074166","陽明中信22購01","","0.05"
"07416P","第一金麥證22售01","","0.17"
"074175","友達康和21購01","","0.16"
"07417P","彩晶麥證22售01","","0.22"
"074182","群創康和21購02","","0.22"
"074183","台積電第一28購04","","0.36"
"074185","台積電第一35購01","0.61","0.63"
"074188","中鴻兆豐21購01","0.06","0.04"
"07418P","上銀富邦24售02","0.87","0.92"
"074193","台積電統一2B購03","0.64","0.63"
"074196","陽明統一22購04","0.01","0.01"
"074197","陽明統一25購01","0.02","0.02"
"074198","群創統一21購01","","0.17"
"074199","群創統一23購01","","0.28"
"07419P","台積電富邦22售08","","0.37"
"074202","台灣50凱基23購02","0.45","0.52"
"074203","台灣50凱基23購03","","0.16"
"074204","台灣50凱基24購01","","0.18"
"074214","台積電凱基21購07","0.03","0.08"
"074216","台積電凱基2B購01","","2.06"
"074219","聯發科凱基35購01","1.88","2.15"
"07421P","金像電國票23售02","","0.52"
"074222","長榮凱基35購01","0.56","0.58"
"074223","長榮凱基35購02","0.74","0.76"
"07422P","健策國票22售01","","0.06"
"074242","聯發科群益21購01","0.02","0.15"
"074243","長榮群益21購02","0.04","0.03"
"07424P","惠特國票23售01","","1.21"
"074250","T50正2元大25購01","0.30","0.34"
"074253","FB台半元大25購02","","0.07"
"074257","華新元大21購08","1.17","1.24"
"074258","台肥元大24購01","","0.09"
"074263","聯電元大21購02","","0.37"
"074266","台達電元大21購01","0.34","0.68"
"074268","鴻海元大25購01","1.29","1.48"
"074269","中華電元大21購01","","0.07"
"07426P","大立光元富21售08","","0.32"
"074275","慧洋元大25購01","","0.04"
"07428P","華通群益23售01","","0.17"
"074290","新唐元大25購01","0.24","0.24"
"074292","臻鼎元大21購02","0.22","0.42"
"074293","元晶元大24購03","0.19","0.19"
"074298","聯電元富22購02","1.05","1.20"
"074303","同欣電元富22購01","0.27","0.21"
"07430P","台積電群益22售04","","0.71"
"07431P","智邦群益21售02","","0.29"
"07432P","友達群益27售01","","0.82"
"074330","聯電國泰21購02","0.17","0.27"
"074332","欣興國泰21購01","","0.04"
"074333","元晶國泰21購01","0.01","0.03"
"074334","愛普國泰21購02","","0.10"
"074339","鴻海康和22購02","","0.10"
"07433P","台驊控群益22售02","","1.19"
"074344","旺宏凱基21購01","","0.17"
"074348","中華電凱基21購01","","0.02"
"074349","聯發科凱基35購02","1.87","2.24"
"074352","裕民凱基25購01","0.47","0.37"
"074357","長榮航凱基22購02","","0.03"
"07435P","力積電群益23售02","","2.45"
"074363","欣興凱基25購01","0.18","0.25"
"07436P","振樺電群益23售01","","0.90"
"074371","中砂群益21購01","0.17","0.26"
"074372","宏達電群益21購01","1.04","1.70"
"07437P","臺股指群益21售20","2.75","3.23"
"07439P","聯電元大26售04","","0.17"
"074406","台積電兆豐25購01","","0.29"
"07440P","台積電元大23售28","0.12","0.16"
"074412","台積電統一25購03","","1.13"
"074413","台積電統一35購01","1.08","1.13"
"074414","創意統一23購01","","3.21"
"074416","天鈺統一21購01","","0.03"
"07441P","台積電元大23售29","0.47","0.52"
"074421","S&P正2元大21購01","","0.12"
"07442P","威盛元大23售02","","0.08"
"074435","鴻海元大25購02","","0.39"
"07443P","友達元大23售01","0.76","0.76"
"074444","群創元大21購02","","0.04"
"074447","樺漢元大21購01","0.60","0.60"
"07444P","聯發科元大23售17","","0.39"
"074459","力積電國票21購01","","0.01"
"07445P","聯發科元大23售18","0.98","0.89"
"074461","聯電國泰21購03","0.37","0.40"
"074463","聯發科國泰21購05","","0.17"
"074467","華新科富邦23購01","","0.09"
"074468","大立光富邦23購04","","2.55"
"074469","創意富邦23購01","3.03","2.92"
"074473","長榮元富35購01","","0.51"
"074476","聯電麥證22購01","","0.47"
"074477","台積電麥證25購01","","0.37"
"074478","長榮麥證21購02","","0.01"
"074480","臺股指麥證22購03","","0.16"
"074485","康普永豐21購01","","0.02"
"07448P","晶豪科元大23售03","1.23","1.28"
"074491","大成鋼凱基21購01","","0.05"
"074492","聯電凱基25購01","0.29","0.34"
"074499","長榮航凱基25購02","0.25","0.23"
"074507","力積電凱基23購01","","0.06"
"074524","大眾控國票21購01","","0.05"
"074529","大亞元大21購01","","0.03"
"07452P","立積元大23售01","0.51","0.56"
"074530","興農元大21購02","","0.38"
"074538","鴻海元大21購04","","0.36"
"07453P","台積電富邦22售09","0.63","0.68"
"074547","致伸元大21購01","","0.12"
"07454P","滬深2X凱基22售04","0.88","1.05"
"074553","台積電富邦24購03","","0.36"
"074554","台積電富邦25購01","0.34","0.41"
"074555","金像電富邦23購01","0.40","0.44"
"074557","康舒富邦23購01","0.30","0.29"
"074558","聯電兆豐21購01","","0.28"
"074564","緯穎兆豐21購01","0.13","0.15"
"074568","聯發科統一35購01","","1.21"
"07456P","國巨凱基22售04","","0.02"
"074572","創意統一23購02","","3.07"
"074574","AES統一23購01","0.29","0.40"
"074576","宏達電國泰21購01","","2.14"
"07458P","台積電凱基22售17","","0.83"
"074594","T50反1中信25購01","0.47","0.46"
"07459P","聯發科凱基22售09","0.55","0.53"
"074605","鴻海統一35購01","0.76","0.78"
"074606","技嘉統一21購01","0.60","0.39"
"074609","長榮統一25購03","","0.01"
"07460P","飛宏凱基22售03","","0.10"
"074613","晶豪科兆豐21購01","","0.04"
"074615","T50正2凱基23購02","","0.05"
"07461P","長榮航凱基22售08","","0.47"
"074623","聯發科凱基25購01","0.82","1.18"
"074629","新光金凱基21購02","0.14","0.19"
"07462P","欣興凱基22售07","","0.10"
"074632","台勝科凱基21購02","","0.03"
"074636","樺漢凱基21購03","0.14","0.22"
"07463P","三福化凱基22售02","","0.39"
"07464P","富邦媒凱基22售01","","0.47"
"07465P","臺股指凱基22售17","0.69","0.75"
"07466P","臺股指凱基22售18","0.56","0.63"
"074671","新光金國票22購01","","0.13"
"07467P","健策麥證23售02","","0.31"
"074680","華新國泰21購06","","1.68"
"074681","大成鋼國泰21購01","","0.24"
"074682","台積電國泰21購07","","0.32"
"074686","景碩國泰21購01","","0.05"
"074689","臺股指富邦21購01","","0.12"
"074699","聯發科元富21購16","","0.27"
"07469P","台積電國泰23售16","","1.36"
"074704","台積電麥證24購02","0.71","0.76"
"074706","國泰金麥證21購01","","0.01"
"07470P","台積電國泰23售17","1.37","1.45"
"074710","臺股指麥證23購04","","0.87"
"074712","中砂元大21購03","0.15","0.18"
"07471P","台積電國泰23售18","1.58","1.67"
"074721","遠東銀元大21購01","","0.17"
"074722","華南金元大21購01","0.35","0.39"
"074725","潤泰全元大21購03","","0.13"
"074728","樺漢元大21購02","","0.72"
"07472P","元石油國票23售01","","1.36"
"074730","愛普元大21購01","","0.06"
"074732","AES元大21購01","","0.09"
"074737","S&P反1中信22購01","","0.18"
"07473P","中砂國票22售01","","0.44"
"074743","大立光康和23購02","5.20","5.38"
"07474P","第一銅國票23售02","0.06","0.10"
"07475P","智邦國票22售01","","0.84"
"07476P","緯穎國票23售01","","0.06"
"074772","潤泰全統一22購01","","0.41"
"074774","華晶科統一23購01","0.36","0.44"
"074776","愛普統一22購01","","0.20"
"074777","台積電兆豐21購01","","0.15"
"074778","光罩兆豐21購01","","1.66"
"07477P","矽創國票23售01","","0.26"
"074782","聯德兆豐21購01","","0.07"
"074785","台灣50凱基23購04","0.27","0.35"
"074787","中砂凱基21購02","","0.23"
"074789","大成鋼凱基21購02","0.53","0.35"
"07478P","富邦媒國票22售01","","0.59"
"074790","大成鋼凱基21購03","","0.14"
"074791","新光鋼凱基21購01","0.01","0.01"
"074795","鴻海凱基23購01","","0.70"
"074798","瑞昱凱基21購01","","0.10"
"07479P","中砂凱基22售02","0.81","0.87"
"07480P","聯電凱基22售10","0.10","0.13"
"074811","臺股指凱基23購04","","0.07"
"074812","臺股指凱基23購05","","0.46"
"074813","臺股指凱基24購07","","0.02"
"074814","聯電國泰21購04","","0.26"
"074815","新光金國泰21購02","","0.21"
"074816","T50反1元大24購02","0.34","0.34"
"074818","臺指反元大24購02","","0.31"
"074819","臺指反元大25購04","0.38","0.40"
"07481P","聯電凱基22售12","","0.49"
"074827","長榮航元大21購13","","0.12"
"074828","長榮航元大25購02","","0.27"
"074838","聯詠元大21購02","","0.16"
"07483P","華新科凱基22售01","","0.50"
"074847","緯穎元大21購01","0.38","0.37"
"074856","鴻海麥證21購01","0.41","0.52"
"074857","潤泰全麥證21購01","0.16","0.25"
"07485P","玉晶光凱基25售03","0.27","0.28"
"074874","臺股指國票25購01","","0.04"
"074875","T50正2富邦21購01","","0.18"
"074878","潤泰全富邦21購01","","0.15"
"074879","欣興富邦21購01","0.01","0.04"
"07487P","立積凱基22售01","","0.45"
"074880","S&P正2國票22購01","","0.17"
"074881","元金2X國票21購01","0.30","0.42"
"074888","欣興康和21購01","","0.15"
"07488P","聯發科永豐21售06","","0.03"
"074899","鴻海統一25購01","0.59","0.66"
"074900","台積電統一22購04","0.21","0.24"
"074901","聯發科統一22購05","","0.35"
"074902","聯發科統一25購02","0.52","0.64"
"074905","長榮統一35購01","0.21","0.21"
"07490P","滬深2X群益23售03","2.00","2.06"
"074916","台灣5G凱基23購01","","0.23"
"07491P","中砂群益23售01","","1.36"
"074920","智邦凱基21購01","0.44","0.59"
"074927","富邦金凱基22購01","","0.63"
"074929","京鼎凱基21購01","0.09","0.20"
"07492P","怡利電群益23售02","0.44","0.44"
"074939","AES凱基21購01","","0.02"
"074941","臺股指凱基22購07","","0.05"
"074943","臺股指凱基22購09","","0.02"
"074945","台積電富邦25購02","0.44","0.50"
"074947","遠東新元大21購01","","1.34"
"074949","中砂元大23購01","0.18","0.22"
"07494P","台新金群益23售01","","0.19"
"07495P","康普群益22售01","","0.56"
"074965","富邦金元大23購01","0.09","0.16"
"074966","新光金元大21購04","","0.31"
"074967","新光金元大23購02","","0.38"
"074969","大立光元大21購02","6.50","6.36"
"07496P","東哥群益21售01","","0.07"
"074972","玉晶光元大21購01","1.34","1.52"
"07497P","台灣50元大23售14","0.59","0.61"
"074980","微星元富21購01","0.44","0.48"
"074987","欣興元富21購03","","0.06"
"07498P","台灣50元大23售15","0.94","0.94"
"074991","愛普元富22購01","0.10","0.17"
"074992","S&P正2群益21購01","","0.21"
"07499P","台灣50元大25售08","0.69","0.70"
"07500P","台灣50元大25售09","0.86","0.87"
