Date,Close
2019-07-15 00:00:00-04:00,4.157750129699707
2019-07-16 00:00:00-04:00,4.153026580810547
2019-07-17 00:00:00-04:00,4.2183990478515625
2019-07-18 00:00:00-04:00,4.230080604553223
2019-07-19 00:00:00-04:00,4.186831951141357
2019-07-22 00:00:00-04:00,4.25841760635376
2019-07-23 00:00:00-04:00,4.366293907165527
2019-07-24 00:00:00-04:00,4.440864086151123
2019-07-25 00:00:00-04:00,4.309622764587402
2019-07-26 00:00:00-04:00,4.35162878036499
2019-07-29 00:00:00-04:00,4.345415115356445
2019-07-30 00:00:00-04:00,4.361075401306152
2019-07-31 00:00:00-04:00,4.193790435791016
2019-08-01 00:00:00-04:00,4.099336624145508
2019-08-02 00:00:00-04:00,4.00662088394165
2019-08-05 00:00:00-04:00,3.7481138706207275
2019-08-06 00:00:00-04:00,3.7868895530700684
2019-08-07 00:00:00-04:00,3.8251688480377197
2019-08-08 00:00:00-04:00,3.933791399002075
2019-08-09 00:00:00-04:00,3.8323776721954346
2019-08-12 00:00:00-04:00,3.7645187377929688
2019-08-13 00:00:00-04:00,3.8788585662841797
2019-08-14 00:00:00-04:00,3.7302167415618896
2019-08-15 00:00:00-04:00,3.6979033946990967
2019-08-16 00:00:00-04:00,3.966104745864868
2019-08-19 00:00:00-04:00,4.244996070861816
2019-08-20 00:00:00-04:00,4.172662734985352
2019-08-21 00:00:00-04:00,4.256181240081787
2019-08-22 00:00:00-04:00,4.262394428253174
2019-08-23 00:00:00-04:00,4.037691593170166
2019-08-26 00:00:00-04:00,4.112509727478027
2019-08-27 00:00:00-04:00,4.02178430557251
2019-08-28 00:00:00-04:00,4.011334419250488
2019-08-29 00:00:00-04:00,4.15514612197876
2019-08-30 00:00:00-04:00,4.1678361892700195
2019-09-03 00:00:00-04:00,4.084733009338379
2019-09-04 00:00:00-04:00,4.198937892913818
2019-09-05 00:00:00-04:00,4.472132682800293
2019-09-06 00:00:00-04:00,4.445011615753174
2019-09-09 00:00:00-04:00,4.49104118347168
2019-09-10 00:00:00-04:00,4.557723522186279
2019-09-11 00:00:00-04:00,4.586336135864258
2019-09-12 00:00:00-04:00,4.584843158721924
2019-09-13 00:00:00-04:00,4.526869773864746
2019-09-16 00:00:00-04:00,4.48382568359375
2019-09-17 00:00:00-04:00,4.505224227905273
2019-09-18 00:00:00-04:00,4.478103160858154
2019-09-19 00:00:00-04:00,4.4024658203125
2019-09-20 00:00:00-04:00,4.296720027923584
2019-09-23 00:00:00-04:00,4.350214004516602
2019-09-24 00:00:00-04:00,4.292739391326904
2019-09-25 00:00:00-04:00,4.434561729431152
2019-09-26 00:00:00-04:00,4.412417411804199
2019-09-27 00:00:00-04:00,4.2735819816589355
2019-09-30 00:00:00-04:00,4.331056594848633
2019-10-01 00:00:00-04:00,4.329314708709717
2019-10-02 00:00:00-04:00,4.305428504943848
2019-10-03 00:00:00-04:00,4.511194705963135
2019-10-04 00:00:00-04:00,4.52761697769165
2019-10-07 00:00:00-04:00,4.586336135864258
2019-10-08 00:00:00-04:00,4.409680366516113
2019-10-09 00:00:00-04:00,4.496266841888428
2019-10-10 00:00:00-04:00,4.553990840911865
2019-10-11 00:00:00-04:00,4.627639293670654
2019-10-14 00:00:00-04:00,4.6410746574401855
2019-10-15 00:00:00-04:00,4.885904312133789
2019-10-16 00:00:00-04:00,4.832162857055664
2019-10-17 00:00:00-04:00,4.834153175354004
2019-10-18 00:00:00-04:00,4.7396039962768555
2019-10-21 00:00:00-04:00,4.876947402954102
2019-10-22 00:00:00-04:00,4.866994857788086
2019-10-23 00:00:00-04:00,4.854056358337402
2019-10-24 00:00:00-04:00,4.898097991943359
2019-10-25 00:00:00-04:00,5.089184284210205
2019-10-28 00:00:00-04:00,5.145166873931885
2019-10-29 00:00:00-04:00,5.04887580871582
2019-10-30 00:00:00-04:00,5.050867080688477
2019-10-31 00:00:00-04:00,5.001601696014404
2019-11-01 00:00:00-04:00,5.040666103363037
2019-11-04 00:00:00-05:00,5.237475395202637
2019-11-05 00:00:00-05:00,5.215331077575684
2019-11-06 00:00:00-05:00,5.166065692901611
2019-11-07 00:00:00-05:00,5.1837310791015625
2019-11-08 00:00:00-05:00,5.169799327850342
2019-11-11 00:00:00-05:00,5.179751873016357
2019-11-12 00:00:00-05:00,5.215331077575684
2019-11-13 00:00:00-05:00,5.189454555511475
2019-11-14 00:00:00-05:00,5.219809055328369
2019-11-15 00:00:00-05:00,5.080475330352783
2019-11-18 00:00:00-05:00,5.281762599945068
2019-11-19 00:00:00-05:00,5.175024509429932
2019-11-20 00:00:00-05:00,5.254395008087158
2019-11-21 00:00:00-05:00,5.229513168334961
2019-11-22 00:00:00-05:00,5.24717903137207
2019-11-25 00:00:00-05:00,5.5039544105529785
2019-11-26 00:00:00-05:00,5.399203300476074
2019-11-27 00:00:00-05:00,5.434061050415039
2019-11-29 00:00:00-05:00,5.396711826324463
2019-12-02 00:00:00-05:00,5.210214614868164
2019-12-03 00:00:00-05:00,5.170625686645508
2019-12-04 00:00:00-05:00,5.214447975158691
2019-12-05 00:00:00-05:00,5.197516918182373
2019-12-06 00:00:00-05:00,5.28292179107666
2019-12-09 00:00:00-05:00,5.28292179107666
2019-12-10 00:00:00-05:00,5.32798957824707
2019-12-11 00:00:00-05:00,5.411652088165283
2019-12-12 00:00:00-05:00,5.579225063323975
2019-12-13 00:00:00-05:00,5.57723331451416
2019-12-16 00:00:00-05:00,5.606117248535156
2019-12-17 00:00:00-05:00,5.684301853179932
2019-12-18 00:00:00-05:00,5.714678764343262
2019-12-19 00:00:00-05:00,5.862831115722656
2019-12-20 00:00:00-05:00,5.9601874351501465
2019-12-23 00:00:00-05:00,5.946493148803711
2019-12-24 00:00:00-05:00,5.941512107849121
2019-12-26 00:00:00-05:00,5.955705642700195
2019-12-27 00:00:00-05:00,5.897939205169678
2019-12-30 00:00:00-05:00,5.784646511077881
2019-12-31 00:00:00-05:00,5.858846664428711
2020-01-02 00:00:00-05:00,5.9736328125
2020-01-03 00:00:00-05:00,5.8780198097229
2020-01-06 00:00:00-05:00,5.902669429779053
2020-01-07 00:00:00-05:00,5.974131107330322
2020-01-08 00:00:00-05:00,5.9853363037109375
2020-01-09 00:00:00-05:00,6.051070690155029
2020-01-10 00:00:00-05:00,6.083440780639648
2020-01-13 00:00:00-05:00,6.274169445037842
2020-01-14 00:00:00-05:00,6.1571431159973145
2020-01-15 00:00:00-05:00,6.114563941955566
2020-01-16 00:00:00-05:00,6.198226451873779
2020-01-17 00:00:00-05:00,6.206940650939941
2020-01-21 00:00:00-05:00,6.173576354980469
2020-01-22 00:00:00-05:00,6.227606773376465
2020-01-23 00:00:00-05:00,6.29608154296875
2020-01-24 00:00:00-05:00,6.236821174621582
2020-01-27 00:00:00-05:00,5.98085355758667
2020-01-28 00:00:00-05:00,6.174323081970215
2020-01-29 00:00:00-05:00,6.113818168640137
2020-01-30 00:00:00-05:00,6.120540618896484
2020-01-31 00:00:00-05:00,5.8869829177856445
2020-02-03 00:00:00-05:00,5.984091281890869
2020-02-04 00:00:00-05:00,6.153408050537109
2020-02-05 00:00:00-05:00,6.243792533874512
2020-02-06 00:00:00-05:00,6.330690860748291
